"repo","state","creator","assignees","message","labels","created_at","updated_at","closed_at","comments","milestone","url","duration","bill"
"ecommerceberlin/targiehandlu.pl","closed","az","az","fix responsiveness on voting category page widget $240$","enhancement","2021-09-09","2021-09-09","2021-09-09",2,"","https://github.com/ecommerceberlin/targiehandlu.pl/issues/95",19,240
"ecommerceberlin/ecommerceberlin.com","closed","az","az","setup zapier for monitoring owned social media channels via slack $30$","enhancement","2021-09-08","2021-09-08","2021-09-08",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/60",0,30
"ecommerceberlin/ecommerceberlin.com","closed","az","jprzybylski4","confirm or choose other icons for CFP voting categories ","","2021-09-08","2021-09-08","2021-09-08",1,"CFP","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/59",54,0
"ecommerceberlin/ecommerceberlin.com","closed","peterecommberlin","az","GENERAL - fix the event date in the visitor confirmation email ","","2021-08-30","2021-09-02","2021-09-02",1,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/58",4229,0
"ecommerceberlin/ecommercegermanyawards.com","closed","az","jprzybylski4","""czy przy logowaniu przez Li możemy zbierać więcej informacji?  ""","enhancement","2021-09-14","2021-09-14","2021-09-14",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/51",0,0
"ecommerceberlin/ecommercegermanyawards.com","closed","az","az","update timeline to the last step","","2021-04-22","2021-09-13","2021-04-23",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/36",1642,0
"ecommerceberlin/ecommercegermanyawards.com","closed","az","az","remove location on Hero widget","","2021-04-22","2021-09-13","2021-04-23",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/35",1646,0
"ecommerceberlin/ecommercegermanyawards.com","closed","jprzybylski4","az, jprzybylski4","Headline sponsor information for HERO widget","","2021-04-21","2021-09-13","2021-04-23",2,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/31",2631,0
"ecommerceberlin/admin","open","az","az","ticket - upselling idea overhaul ","tickets, admin","2021-09-01","2021-09-01","",0,"","https://github.com/ecommerceberlin/admin/issues/57",0,0
"ecommerceberlin/admin","open","az","az","tickets list - not used filter (end date in the past - sold 0)","enhancement","2021-09-01","2021-09-01","",0,"Migration Step 1","https://github.com/ecommerceberlin/admin/issues/56",0,0
"eventjuicer/services","open","jprzybylski4","","CFP emails","","2021-09-10","2021-09-10","",0,"","https://github.com/eventjuicer/services/pull/25",0,0
"ecommerceberlin/ecommerceberlin.com","open","jprzybylski4","","IDEA: Form validation - do not accept gmail addresses","enhancement","2021-09-13","2021-09-13","",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/62",0,0
"ecommerceberlin/ecommerceberlin.com","open","jprzybylski4","","Change the featured image graphic while sharing /speaking page","","2021-09-09","2021-09-09","",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/61",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","create new edition submission ticket","update","2021-09-13","2021-09-13","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/50",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","create new event edition in admin panel","update","2021-09-13","2021-09-13","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/49",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","update gfx for /about","update","2021-09-13","2021-09-13","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/48",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","update short T&C ","update","2021-09-13","2021-09-13","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/47",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","update all markdown legal files ","update","2021-09-13","2021-09-13","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/46",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","widgetvotestatus overhaul","enhancement","2021-01-21","2021-09-13","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/22",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","Profile page for headline sponsor","","2021-04-22","2021-09-13","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/33",0,0
