"repo","state","creator","assignees","message","labels","created_at","updated_at","closed_at","comments","milestone","url","duration","bill"
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","jprzybylski4","3rd postponement email to visitors","invalid","2021-12-09","2021-12-15","2021-12-15",3,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/108",8874,0
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","","Change opengraph $30$","","2021-12-09","2021-12-14","2021-12-14",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/105",7501,30
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","az","Add banner to EGA page","invalid","2021-12-01","2021-12-14","2021-12-14",8,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/97",18815,0
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","","Stop showing past exhibitors on the website $60$","","2021-12-09","2021-12-14","2021-12-14",5,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/106",7430,60
"ecommerceberlin/ecommerceberlin.com","closed","az","peterecommberlin, jprzybylski4","no translation for common.soldout","translations","2021-12-06","2021-12-08","2021-12-08",1,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/102",3901,0
"ecommerceberlin/ecommerceberlin.com","closed","az","az","change email confirmation to comply to new event date $15$","maintenance","2021-12-08","2021-12-08","2021-12-08",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/104",0,15
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","az","Add full date of the event - 9th February 2022","","2021-10-25","2021-12-08","2021-10-28",1,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/85",4230,0
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","az","3rd postponement emails $30$","maintenance","2021-12-07","2021-12-08","2021-12-08",3,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/103",1193,30
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","az","Enable ""add representatives"" section on the Exhibitor's Profile $20$","","2021-12-03","2021-12-06","2021-12-06",1,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/99",3293,20
"ecommerceberlin/ecommerceberlin.com","closed","jprzybylski4","az","Enable agenda widget on the website  $30$","invalid","2021-12-03","2021-12-06","2021-12-06",1,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/98",3342,0
"ecommerceberlin/ecommercegermanyawards.com","closed","jprzybylski4","","Legal files update - date change","","2021-12-08","2021-12-09","2021-12-09",1,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/pull/92",720,0
"ecommerceberlin/ecommercegermanyawards.com","closed","jprzybylski4","","Show number of votes ","","2021-12-06","2021-12-08","2021-12-08",4,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/91",2192,0
"ecommerceberlin/ecommercegermanyawards.com","closed","jprzybylski4","jprzybylski4","Add banner directing to EBE registration page $20$","invalid","2021-12-01","2021-12-06","2021-12-06",6,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/89",6150,20
"ecommerceberlin/ecommercegermanyawards.com","closed","jprzybylski4","","EGA voting bug","","2021-12-01","2021-12-01","2021-12-01",2,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/88",25,0
"ecommerceberlin/ecommerceberlin.com","open","jprzybylski4","jprzybylski4","Merge / delete old profile","","2021-12-09","2021-12-15","",2,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/107",0,0
"ecommerceberlin/ecommerceberlin.com","open","jprzybylski4","jprzybylski4","Promoninja - prizes","","2021-12-03","2021-12-14","",3,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/101",0,0
"ecommerceberlin/ecommerceberlin.com","open","az","jprzybylski4","presentation topic categories + color","","2021-08-10","2021-12-03","",1,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/43",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","jprzybylski4","","Disable voting and remove voting button on Thursday, December 16th at 20:00","","2021-12-09","2021-12-09","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/96",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","jprzybylski4","","Show the Jury Members registered for 2022","","2021-12-09","2021-12-09","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/95",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","jprzybylski4","","Change opengraph ","","2021-12-09","2021-12-09","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/94",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","(adapt and) add german translation","translations","2021-12-06","2021-12-06","",1,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/90",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","add can vote api endpoint to handle voting button visibility automatically","enhancement","2021-12-01","2021-12-01","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/87",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","move max_votes configuration to settings","enhancement","2021-12-01","2021-12-01","",0,"","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/86",0,0
